PAGE_NAME,IS_MOBILE,RAW_TRAFFIC,RAW_TRAFFIC_WITH_CALL,CALL_TO_TRAFFIC_RATIO
main>account>subpage10>subsubpage_c,MOB,330,52,0.15757575757575756
main>account>subpage10>subsubpage_e,MOB,125,28,0.224
main>account>subpage10>subsubpage_h,MOB,478,0,0.0
main>account>subpage10>subsubpage_m,MOB,8735,2219,0.25403548941041787
main>account>subpage10>subsubpage_o,MOB,113,9,0.07964601769911504
main>account>subpage10>subsubpage_p,MOB,145,-12,-0.08275862068965517
main>account>subpage10>subsubpage_q,MOB,346,18,0.05202312138728324
main>account>subpage10>subsubpage_r,MOB,79,19,0.24050632911392406
main>account>subpage10>subsubpage_s,MOB,157,31,0.19745222929936307
main>account>subpage10>subsubpage_v,MOB,6,0,0.0
main>account>subpage10>subsubpage_x,MOB,5847,1419,0.2426885582349923
main>account>subpage10>subsubpage_y,MOB,957,131,0.13688610240334378
main>account>subpage10>subsubpage_z,MOB,101,21,0.2079207920792079
main>account>subpage1>subsubpage_a,MOB,49,9,0.1836734693877551
main>account>subpage1>subsubpage_b,MOB,91,-2,-0.02197802197802198
main>account>subpage1>subsubpage_c,MOB,395,80,0.20253164556962025
main>account>subpage1>subsubpage_d,MOB,32,1,0.03125
main>account>subpage1>subsubpage_g,MOB,44,17,0.38636363636363635
main>account>subpage1>subsubpage_h,MOB,169,43,0.25443786982248523
main>account>subpage1>subsubpage_i,MOB,1444,226,0.15650969529085873
main>account>subpage1>subsubpage_j,MOB,769,1,0.0013003901170351106
main>account>subpage1>subsubpage_l,MOB,145,22,0.15172413793103448
main>account>subpage1>subsubpage_o,MOB,110,19,0.17272727272727273
main>account>subpage1>subsubpage_p,MOB,42,-1,-0.023809523809523808
main>account>subpage1>subsubpage_q,MOB,42,20,0.47619047619047616
main>account>subpage1>subsubpage_r,MOB,3870,809,0.20904392764857882
main>account>subpage1>subsubpage_w,MOB,95,38,0.4
main>account>subpage1>subsubpage_x,MOB,39,0,0.0
main>account>subpage1>subsubpage_y,MOB,294,116,0.3945578231292517
main>account>subpage2>subsubpage_a,MOB,2402,-130,-0.05412156536219817
main>account>subpage2>subsubpage_c,MOB,98,5,0.05102040816326531
main>account>subpage2>subsubpage_d,MOB,166,38,0.2289156626506024
main>account>subpage2>subsubpage_e,MOB,19,3,0.15789473684210525
main>account>subpage2>subsubpage_h,MOB,88,-18,-0.20454545454545456
main>account>subpage2>subsubpage_j,MOB,1961,-31,-0.01580826109127996
main>account>subpage2>subsubpage_l,MOB,54,15,0.2777777777777778
main>account>subpage2>subsubpage_m,MOB,117,54,0.46153846153846156
main>account>subpage2>subsubpage_r,MOB,11,3,0.2727272727272727
main>account>subpage2>subsubpage_s,MOB,245,26,0.10612244897959183
main>account>subpage2>subsubpage_v,MOB,117,31,0.26495726495726496
main>account>subpage2>subsubpage_w,MOB,1734,-37,-0.021337946943483274
main>account>subpage2>subsubpage_z,MOB,30876,6993,0.22648659152739992
main>account>subpage3>subsubpage_c,MOB,121,-6,-0.049586776859504134
main>account>subpage3>subsubpage_d,MOB,66,9,0.13636363636363635
main>account>subpage3>subsubpage_g,MOB,182,23,0.12637362637362637
main>account>subpage3>subsubpage_h,MOB,110,29,0.2636363636363636
main>account>subpage3>subsubpage_l,MOB,183,19,0.10382513661202186
main>account>subpage3>subsubpage_n,MOB,127,42,0.33070866141732286
main>account>subpage3>subsubpage_o,MOB,182,21,0.11538461538461539
main>account>subpage3>subsubpage_q,MOB,1183,326,0.27557058326289097
main>account>subpage3>subsubpage_r,MOB,70,18,0.2571428571428571
main>account>subpage3>subsubpage_s,MOB,8188,-1032,-0.126038104543234
main>account>subpage3>subsubpage_v,MOB,310,48,0.15483870967741936
main>account>subpage3>subsubpage_x,MOB,3107,482,0.15513356935951078
main>account>subpage3>subsubpage_y,MOB,151,5,0.033112582781456956
main>account>subpage4>subsubpage_c,MOB,64,11,0.171875
main>account>subpage4>subsubpage_e,MOB,10,0,0.0
main>account>subpage4>subsubpage_g,MOB,42,9,0.21428571428571427
main>account>subpage4>subsubpage_i,MOB,99,22,0.2222222222222222
main>account>subpage4>subsubpage_k,MOB,16,3,0.1875
main>account>subpage4>subsubpage_l,MOB,37,19,0.5135135135135135
main>account>subpage4>subsubpage_m,MOB,31,6,0.1935483870967742
main>account>subpage4>subsubpage_o,MOB,26,4,0.15384615384615385
main>account>subpage4>subsubpage_p,MOB,304,12,0.039473684210526314
main>account>subpage4>subsubpage_r,MOB,436,84,0.1926605504587156
main>account>subpage4>subsubpage_s,MOB,1599,9,0.005628517823639775
main>account>subpage4>subsubpage_w,MOB,50,17,0.34
main>account>subpage4>subsubpage_x,MOB,43,2,0.046511627906976744
main>account>subpage4>subsubpage_y,MOB,45,7,0.15555555555555556
main>account>subpage5>subsubpage_a,MOB,35,16,0.45714285714285713
main>account>subpage5>subsubpage_b,MOB,809,262,0.3238566131025958
main>account>subpage5>subsubpage_d,MOB,67,12,0.1791044776119403
main>account>subpage5>subsubpage_h,MOB,117,41,0.3504273504273504
main>account>subpage5>subsubpage_i,MOB,56,8,0.14285714285714285
main>account>subpage5>subsubpage_j,MOB,162,43,0.2654320987654321
main>account>subpage5>subsubpage_m,MOB,43479,6646,0.15285540145817522
main>account>subpage5>subsubpage_o,MOB,7473,106,0.014184397163120567
main>account>subpage5>subsubpage_s,MOB,34,7,0.20588235294117646
main>account>subpage5>subsubpage_t,MOB,11,3,0.2727272727272727
main>account>subpage5>subsubpage_u,MOB,193,19,0.09844559585492228
main>account>subpage5>subsubpage_w,MOB,292,-4,-0.0136986301369863
main>account>subpage5>subsubpage_y,MOB,229,16,0.06986899563318777
main>account>subpage5>subsubpage_z,MOB,67,-14,-0.208955223880597
main>account>subpage6>subsubpage_a,MOB,8629,507,0.05875535983312087
main>account>subpage6>subsubpage_b,MOB,568,-6,-0.01056338028169014
main>account>subpage6>subsubpage_f,MOB,48,22,0.4583333333333333
main>account>subpage6>subsubpage_g,MOB,10085,658,0.06524541398116014
main>account>subpage6>subsubpage_k,MOB,43,-3,-0.06976744186046512
main>account>subpage6>subsubpage_l,MOB,4869,1366,0.2805504210310125
main>account>subpage6>subsubpage_o,MOB,7541,932,0.12359103567166159
main>account>subpage6>subsubpage_q,MOB,32,5,0.15625
main>account>subpage6>subsubpage_s,MOB,99,17,0.1717171717171717
main>account>subpage6>subsubpage_t,MOB,11,2,0.18181818181818182
main>account>subpage6>subsubpage_u,MOB,35,3,0.08571428571428572
main>account>subpage6>subsubpage_v,MOB,97,28,0.28865979381443296
main>account>subpage6>subsubpage_w,MOB,6903,1577,0.22845139794292338
