PAGE_NAME,IS_MOBILE,RAW_TRAFFIC,RAW_TRAFFIC_WITH_CALL,CALL_TO_TRAFFIC_RATIO
main>account>subpage10>subsubpage_c,MOB,14,1,0.07142857142857142
main>account>subpage10>subsubpage_e,MOB,11,3,0.2727272727272727
main>account>subpage10>subsubpage_h,MOB,970,177,0.1824742268041237
main>account>subpage10>subsubpage_m,MOB,22,0,0.0
main>account>subpage10>subsubpage_o,MOB,3420,-762,-0.22280701754385965
main>account>subpage10>subsubpage_p,MOB,38,11,0.2894736842105263
main>account>subpage10>subsubpage_q,MOB,40,13,0.325
main>account>subpage10>subsubpage_r,MOB,77,-6,-0.07792207792207792
main>account>subpage10>subsubpage_s,MOB,18,7,0.3888888888888889
main>account>subpage10>subsubpage_v,MOB,11,0,0.0
main>account>subpage10>subsubpage_x,MOB,89,48,0.5393258426966292
main>account>subpage10>subsubpage_y,MOB,207,49,0.23671497584541062
main>account>subpage10>subsubpage_z,MOB,112,11,0.09821428571428571
main>account>subpage1>subsubpage_a,MOB,97,32,0.32989690721649484
main>account>subpage1>subsubpage_b,MOB,1327,221,0.16654107008289373
main>account>subpage1>subsubpage_c,MOB,84,14,0.16666666666666666
main>account>subpage1>subsubpage_d,MOB,15,2,0.13333333333333333
main>account>subpage1>subsubpage_g,MOB,304,38,0.125
main>account>subpage1>subsubpage_h,MOB,421,103,0.24465558194774348
main>account>subpage1>subsubpage_i,MOB,26,7,0.2692307692307692
main>account>subpage1>subsubpage_j,MOB,274,55,0.20072992700729927
main>account>subpage1>subsubpage_l,MOB,31,13,0.41935483870967744
main>account>subpage1>subsubpage_o,MOB,381,-20,-0.05249343832020997
main>account>subpage1>subsubpage_p,MOB,14,1,0.07142857142857142
main>account>subpage1>subsubpage_q,MOB,352,96,0.2727272727272727
main>account>subpage1>subsubpage_r,MOB,53,-1,-0.018867924528301886
main>account>subpage1>subsubpage_w,MOB,3350,1288,0.3844776119402985
main>account>subpage1>subsubpage_x,MOB,1639,421,0.2568639414276998
main>account>subpage1>subsubpage_y,MOB,43,5,0.11627906976744186
main>account>subpage2>subsubpage_a,MOB,398,91,0.228643216080402
main>account>subpage2>subsubpage_c,MOB,83,5,0.060240963855421686
main>account>subpage2>subsubpage_d,MOB,49,-3,-0.061224489795918366
main>account>subpage2>subsubpage_e,MOB,71,19,0.2676056338028169
main>account>subpage2>subsubpage_h,MOB,10171,2964,0.29141677317864517
main>account>subpage2>subsubpage_j,MOB,65,10,0.15384615384615385
main>account>subpage2>subsubpage_l,MOB,33,4,0.12121212121212122
main>account>subpage2>subsubpage_m,MOB,6238,-1054,-0.16896441167040718
main>account>subpage2>subsubpage_r,MOB,16,0,0.0
main>account>subpage2>subsubpage_s,MOB,131,10,0.07633587786259542
main>account>subpage2>subsubpage_v,MOB,31,5,0.16129032258064516
main>account>subpage2>subsubpage_w,MOB,30,11,0.36666666666666664
main>account>subpage2>subsubpage_z,MOB,25783,1857,0.07202420199356165
main>account>subpage3>subsubpage_c,MOB,804,26,0.03233830845771144
main>account>subpage3>subsubpage_d,MOB,125,36,0.288
main>account>subpage3>subsubpage_g,MOB,14,1,0.07142857142857142
main>account>subpage3>subsubpage_h,MOB,62,-3,-0.04838709677419355
main>account>subpage3>subsubpage_l,MOB,1022,340,0.33268101761252444
main>account>subpage3>subsubpage_n,MOB,7,0,0.0
main>account>subpage3>subsubpage_o,MOB,186,12,0.06451612903225806
main>account>subpage3>subsubpage_q,MOB,117,0,0.0
main>account>subpage3>subsubpage_r,MOB,45,9,0.2
main>account>subpage3>subsubpage_s,MOB,172,53,0.3081395348837209
main>account>subpage3>subsubpage_v,MOB,12,1,0.08333333333333333
main>account>subpage3>subsubpage_x,MOB,300,63,0.21
main>account>subpage3>subsubpage_y,MOB,666,52,0.07807807807807808
main>account>subpage4>subsubpage_c,MOB,388,194,0.5
main>account>subpage4>subsubpage_e,MOB,184,69,0.375
main>account>subpage4>subsubpage_g,MOB,20947,1271,0.06067694657946245
main>account>subpage4>subsubpage_i,MOB,686,157,0.22886297376093295
main>account>subpage4>subsubpage_k,MOB,112,32,0.2857142857142857
main>account>subpage4>subsubpage_l,MOB,25,5,0.2
main>account>subpage4>subsubpage_m,MOB,49,1,0.02040816326530612
main>account>subpage4>subsubpage_o,MOB,24,3,0.125
main>account>subpage4>subsubpage_p,MOB,174,45,0.25862068965517243
main>account>subpage4>subsubpage_r,MOB,26,5,0.19230769230769232
main>account>subpage4>subsubpage_s,MOB,217,4,0.018433179723502304
main>account>subpage4>subsubpage_w,MOB,51,11,0.21568627450980393
main>account>subpage4>subsubpage_x,MOB,43,0,0.0
main>account>subpage4>subsubpage_y,MOB,5247,-891,-0.16981132075471697
main>account>subpage5>subsubpage_a,MOB,115,20,0.17391304347826086
main>account>subpage5>subsubpage_b,MOB,963,282,0.29283489096573206
main>account>subpage5>subsubpage_d,MOB,130,28,0.2153846153846154
main>account>subpage5>subsubpage_h,MOB,1240,459,0.37016129032258066
main>account>subpage5>subsubpage_i,MOB,195,80,0.41025641025641024
main>account>subpage5>subsubpage_j,MOB,198,40,0.20202020202020202
main>account>subpage5>subsubpage_m,MOB,35,1,0.02857142857142857
main>account>subpage5>subsubpage_o,MOB,965,137,0.14196891191709846
main>account>subpage5>subsubpage_s,MOB,65,-4,-0.06153846153846154
main>account>subpage5>subsubpage_t,MOB,70,10,0.14285714285714285
main>account>subpage5>subsubpage_u,MOB,87,11,0.12643678160919541
main>account>subpage5>subsubpage_w,MOB,130,22,0.16923076923076924
main>account>subpage5>subsubpage_y,MOB,27,8,0.2962962962962963
main>account>subpage5>subsubpage_z,MOB,2918,-493,-0.16895133653187114
main>account>subpage6>subsubpage_a,MOB,346,91,0.2630057803468208
main>account>subpage6>subsubpage_b,MOB,436,30,0.06880733944954129
main>account>subpage6>subsubpage_f,MOB,618,166,0.2686084142394822
main>account>subpage6>subsubpage_g,MOB,295,51,0.17288135593220338
main>account>subpage6>subsubpage_k,MOB,1445,-7,-0.004844290657439446
main>account>subpage6>subsubpage_l,MOB,195,54,0.27692307692307694
main>account>subpage6>subsubpage_o,MOB,39,1,0.02564102564102564
main>account>subpage6>subsubpage_q,MOB,61,14,0.22950819672131148
main>account>subpage6>subsubpage_s,MOB,33,2,0.06060606060606061
main>account>subpage6>subsubpage_t,MOB,182,14,0.07692307692307693
main>account>subpage6>subsubpage_u,MOB,160,26,0.1625
main>account>subpage6>subsubpage_v,MOB,23,10,0.43478260869565216
main>account>subpage6>subsubpage_w,MOB,526,133,0.25285171102661597
main>account>subpage6>subsubpage_y,MOB,161,23,0.14285714285714285
main>account>subpage6>subsubpage_z,MOB,23,9,0.391304347826087
main>account>subpage7>subsubpage_a,MOB,31,4,0.12903225806451613
main>account>subpage7>subsubpage_f,MOB,216,22,0.10185185185185185
main>account>subpage7>subsubpage_g,MOB,823,3,0.0036452004860267314
main>account>subpage7>subsubpage_h,MOB,72,12,0.16666666666666666
main>account>subpage7>subsubpage_m,MOB,33,5,0.15151515151515152
main>account>subpage7>subsubpage_p,MOB,62,2,0.03225806451612903
main>account>subpage7>subsubpage_s,MOB,24,-3,-0.125
main>account>subpage7>subsubpage_t,MOB,61,7,0.11475409836065574
main>account>subpage7>subsubpage_w,MOB,11,1,0.09090909090909091
main>account>subpage7>subsubpage_y,MOB,189,17,0.08994708994708994
main>account>subpage8>subsubpage_b,MOB,1414,9,0.006364922206506365
main>account>subpage8>subsubpage_c,MOB,131,-1,-0.007633587786259542
main>account>subpage8>subsubpage_d,MOB,8,0,0.0
main>account>subpage8>subsubpage_e,MOB,603,213,0.35323383084577115
main>account>subpage8>subsubpage_f,MOB,92,16,0.17391304347826086
main>account>subpage8>subsubpage_g,MOB,47,-4,-0.0851063829787234
main>account>subpage8>subsubpage_h,MOB,193,47,0.24352331606217617
main>account>subpage8>subsubpage_o,MOB,1633,135,0.08266993263931414
main>account>subpage8>subsubpage_p,MOB,25,12,0.48
main>account>subpage8>subsubpage_r,MOB,36,3,0.08333333333333333
main>account>subpage8>subsubpage_t,MOB,2613,368,0.14083429008802142
main>account>subpage8>subsubpage_u,MOB,15,2,0.13333333333333333
main>account>subpage8>subsubpage_v,MOB,9,1,0.1111111111111111
main>account>subpage8>subsubpage_w,MOB,14,2,0.14285714285714285
main>account>subpage8>subsubpage_y,MOB,5,0,0.0
main>account>subpage9>subsubpage_c,MOB,21,2,0.09523809523809523
main>account>subpage9>subsubpage_g,MOB,308,20,0.06493506493506493
main>account>subpage9>subsubpage_i,MOB,19,1,0.05263157894736842
main>account>subpage9>subsubpage_j,MOB,433,-11,-0.025404157043879907
main>account>subpage9>subsubpage_l,MOB,245,17,0.06938775510204082
main>account>subpage9>subsubpage_p,MOB,504,25,0.0496031746031746
main>account>subpage9>subsubpage_s,MOB,23,2,0.08695652173913043
